,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,ROAD_IMPACT_FEE,MF_RT_BASED_FEE,DIFF_MF_vs_RF,YEAR
18,1,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,133894.15515,1285153.7399999998,2017
19,1,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,4491219.0600000005,1176356.57287293,-36621.45463199999,2017
20,1,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,3419776.41,2278515.5176319997,-139632.799955,2017
21,1,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,0.0,-8664.198,2017
22,1,In,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,102961.71309599999,136880.27999999997,2017
23,1,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,39762.980745,18659.94,2017
24,1,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,2050556.17,2494989.449505,-140985.65925,2017
25,1,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,47204.92,856921.8599999999,12800.45925,2017
26,1,In,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,72668.95271999999,136880.27999999997,2017
27,1,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,0.0,-87698.66399999999,16136.862260999995,2017
28,1,In,1.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,2011379.6699999997,3589.8272749999996,2017
29,1,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,9439238.35,316172.86894799996,-14800.090182000002,2017
30,1,In,1.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1225310.8599999999,-536654.694816,-3292.4410500000004,2017
31,1,In,1.0,820-07,"Shopping Center/General Retail [500,001-600,000]",REGIONAL SHOPPING CENTER,Commercial/Retail,sq. ft.,0.0,11044506.936770998,-26113.266580000007,2017
32,2,In,0.0,130-00,Industrial Park,LIGHT MANUFACTURING,Industrial/Manufacturing,sq. ft.,0.0,-120386.407824,27563.144039999996,2017
33,2,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,6297.14,-5656.843268999999,-110988.918194,2017
34,2,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,1792927.03,879209.8249536001,-47286.447137999996,2017
35,2,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,0.0,881200.5125519999,158275.33659,2017
36,2,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,506090.74,-167219.0214,-29993.169358,2017
37,2,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,335286.49,-395431.92,30314.004,2017
38,2,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1363163.9399999997,5193846.18,0.0,2017
39,2,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,105195.08,452711.46132,0.0,2017
40,2,In,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,3970.17,14714.172,0.0,2017
41,2,In,0.0,30-00,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,3786261.5599999996,3914418.3723839996,132867.718904,2017
42,2,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1811601.56,2123666.0879999995,-108718.56723,2017
43,2,In,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,135560.952,-149014.412949,2017
44,2,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,0.0,7079.29416,55796.873184,2017
45,2,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,9760.02,10090.416,0.0,2017
46,2,In,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,0.0,132207.66,608356.7999999999,2017
47,2,In,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,0.0,73619.724,0.0,2017
48,2,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,10037.960000000001,-81552.76233299999,120.49535239999977,2017
49,2,In,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,0.0,-92059.0125,-237507.12691100003,2017
50,2,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,32540.920000000002,30768.2865,257541.07139999996,2017
51,2,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,78000.018174,-65419.54786199999,2017
52,2,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,678552.1900000001,-155736.81007235992,-8664.198,2017
53,2,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,455493.47,-618237.83376,243342.71999999997,2017
54,2,In,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,0.0,-16474.512870000002,0.0,2017
55,2,In,0.0,710-08,"General Office Building [600,001-700,000]","OFFICE, MULTI-STORY",Office,sq. ft.,0.0,-2574.01809,-21669.152713999996,2017
56,2,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,227558.12099999998,-143109.134415,2017
57,2,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,4036473.13,-209347.24421400012,-72838.07407799999,2017
58,2,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,385953.14,1093587.4609919998,237613.15946399997,2017
59,2,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,814145.6150339999,-43061.42760816,2017
60,2,In,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,5687.740000000001,5880.29376,43061.399999999994,2017
61,2,In,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,-15762.149045999999,20256.632574999996,2017
62,2,In,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,96637.09,99908.28724800001,-20119.06485,2017
63,2,In,0.0,850-00,Supermarket (free standing),SUPERMARKETS,Commercial/Retail,sq. ft.,150640.43000000002,155740.275324,-867363.35402,2017
64,2,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,287833.82,578766.3802199999,901128.5099999999,2017
65,2,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,56962.105506,12679.942868,2017
66,2,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,134342.4,1067323.80006,-12593.828663999999,2017
67,2,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,97186.59999999999,1133950.2,36901.405999999995,2017
68,2,In,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,-194116.31708999997,-30516.294852,2017
69,2,In,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,98755.24343999999,-56705.683170000004,2017
70,2,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,0.0,-65773.99799999999,57914.60535,2017
71,2,In,1.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,461909.93,123087.34099200001,10035.918974,2017
72,2,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,53944.13,64115.065200000005,-9967.761252,2017
73,2,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,182507.03999999998,-55046.001126,2017
74,2,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,17630.46,21219.192,56219.54373,2017
75,2,In,1.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1148806.7100000002,1259665.0559999999,-42839.600617,2017
76,2,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,0.0,19808.454726,43814.32094399999,2017
77,2,In,1.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,18354.61635,-27211.388431,2017
78,2,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,55796.67,55195.580286000004,27272.219999999998,2017
79,2,In,1.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,236360.689632,-11236.119681,2017
80,2,In,1.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,53247.049999999996,64085.722368,11253.325755,2017
81,2,In,1.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,107966.008185,1317.833881999999,2017
82,2,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,3088595.4299999997,1959288.526524,-20539.43856,2017
83,2,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,0.0,890605.3116599999,20864.928,2017
84,2,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,644169.1,82483.16496,-25742.796512,2017
85,2,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1730780.29,2168791.9919999996,13327.998048,2017
86,2,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,150086.8,4060781.6399999997,12518.9568,2017
87,2,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,123493.77999999998,361840.27158,-152304.23335400003,2017
88,2,Out,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,0.0,-329731.218,-144207.032145,2017
89,2,Out,0.0,30-00,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,31813.01,32889.811734,302865.18,2017
90,2,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,3143166.09,3601350.096,-105072.878963,2017
91,2,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,163802.81699999998,48737.552184,2017
92,2,Out,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,0.0,56889.530249999996,2017
93,2,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,38920.18,38920.17599999999,-53884.26599,2017
94,2,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,0.0,30314.004,53884.24155,2017
95,2,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,350125.24,837315.18,-832333.15115,2017
96,2,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,30424.96,56589.178512,308972.06529,2017
97,2,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,0.0,52819.779012,528474.888702,2017
98,2,Out,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,0.0,0.0,6419.958514999998,2017
99,2,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,44695.66258800001,7979.640874999997,2017
100,2,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,740145.1699999999,1257457.0836312,565.8215149999996,2017
101,2,Out,0.0,710-06,"General Office Building [400,001-500,000]","OFFICE, MULTI-STORY",Office,sq. ft.,0.0,-455865.66306,-7333.2648,2017
102,2,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,421634.55285,74717.24227999998,2017
103,2,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,3406480.2199999997,-244803.49229976002,-68664.865536,2017
104,2,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,381048.01000000007,-77783.62089599998,-10534.368,2017
105,2,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,0.0,0.0,10490.39838,2017
106,2,Out,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,0.0,-47286.447137999996,-10721.068,2017
107,2,Out,0.0,848-00,Tire Stores,REPAIR SERVICE SHOPS,Commercial/Retail,sq. ft.,0.0,-144207.032145,10609.596,2017
108,2,Out,0.0,851-00,Convenience market,"STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,-36621.45463199999,8664.198,2017
109,2,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,106525.12,264800.46757499996,-8664.198,2017
110,2,Out,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,-21954.263474519998,-499.33200000000033,2017
111,2,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,365609.83999999997,121243.99087500002,-13774.708,2017
112,2,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,0.0,426307.86,13497.421752,2017
113,2,Out,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,53884.24155,0.0,2017
114,2,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,21578.989999999998,22309.506648,8664.198,2017
115,2,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,43814.32094399999,-8664.198,2017
116,2,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,0.0,-131547.99599999998,0.0,2017
117,2,Out,1.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,0.04,-237405.48095898,-8664.198,2017
118,2,Out,1.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,0.0,237404.84612399997,8664.198,2017
119,2,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,14397.699999999999,17328.396,283.6980000000003,2017
120,2,Out,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,31367.71,37752.821147999995,0.0,2017
121,2,Out,1.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,39111.28,45531.238515,0.0,2017
122,3,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,10736.4,11099.762999999999,-10545.898000000001,2017
123,3,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,4556904.75,3415624.8760139993,10609.596,2017
124,3,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,334304.77,269948.17545,0.0,2017
125,3,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,117687.36,119237.93280000004,-10545.898000000001,2017
126,3,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,382483.92,4533220.17,10609.596,2017
127,3,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,7908.45,60185.17799999999,0.0,2017
128,3,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,0.0,5214.688,2017
129,3,In,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,649088.44,693117.516,-4332.099,2017
130,3,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,142712.75,147544.53038399998,-8522.349,2017
131,3,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,17942.25,17942.25,8664.198,2017
132,3,In,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,0.0,81743.364,-8522.349,2017
133,3,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,154830.45,160072.414026,8664.198,2017
134,3,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,1361166.84,1407244.2615,-8567.74068,2017
135,3,In,0.0,620-00,Nursing Home,"SANITARIUM, CONVALESCENT & REST HOME",Other,bed,126726.59999999999,131016.59999999998,8664.198,2017
136,3,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,0.0,204405.661488,-8474.12534,2017
137,3,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,1940928.17,629178.944514,8664.198,2017
138,3,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,983396.7100000001,2033990.8446141896,0.0,2017
139,3,In,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,0.0,1128139.742058,-8522.349,2017
140,3,In,0.0,710-04,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,0.0,-11324.100677999999,8664.198,2017
141,3,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,6261.11,439318.64822999993,3049.258,2017
142,3,In,0.0,813-00,Discount Superestore (Free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,54744.03,2886461.3332169997,-2859.1853400000005,2017
143,3,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,2669183.0,610097.013483,3049.258,2017
144,3,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,186296.37000000002,1150293.5863259998,3049.258,2017
145,3,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,504017.19999999995,517917.500832,-2859.1853400000005,2017
146,3,In,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,575282.09,598174.8479850001,-2859.1853400000005,2017
147,3,In,0.0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,17619.08,18215.534136,0.0,2017
148,3,In,0.0,841-00,Car Sales (New & Used Car Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,2737658.83,1383830.326143,-13681.878,2017
149,3,In,0.0,841-01,Car Sales (Service and Parts Sales Area),"AUTO SALES, REPAIR, ETC",Commercial/Retail,sq. ft.,675082.2200000001,2144438.7119040005,35578.97784,2017
150,3,In,0.0,850-00,Supermarket (free standing),SUPERMARKETS,Commercial/Retail,sq. ft.,0.0,-581739.9531299999,0.0,2017
151,3,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,189134.53000000003,193160.75103,283.6980000000003,2017
152,3,In,0.0,881-00,Pharmacy/Drugstore w/ Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,0.0,177720.82646999997,0.0,2017
153,3,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,178354.63999999998,116048.26037700001,0.0,2017
154,3,In,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,0.0,-1013248.5552419999,0.0,2017
155,3,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,1538879.0499999998,1259018.133288,-10545.898000000001,2017
156,3,In,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,126284.90037,10609.596,2017
157,3,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,3742.37,197321.99399999998,283.6980000000003,2017
158,3,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,148985.41,-34157.463,0.0,2017
159,3,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,66329.69,152089.19999999998,-10545.898000000001,2017
160,3,In,1.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,13820.0,136880.27999999997,10609.596,2017
161,3,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,27968.18,33661.187999999995,-10545.898000000001,2017
162,3,In,1.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1546079.07,1550356.992,10609.596,2017
163,3,In,1.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,0.0,-95640.47800199999,283.6980000000003,2017
164,3,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,0.0,402000.093666,-10545.898000000001,2017
165,3,In,1.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,0.0,1068667.263822,10609.596,2017
166,3,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1550570.3800000001,304377.853686,-10609.598,2017
167,3,In,1.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,75177.25,82750.43577000001,10609.596,2017
168,3,In,1.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,310431.701685,-23485.268,2017
169,3,In,1.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,0.0,38597.06279999999,23986.896297,2017
170,3,Out,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,2150.8599999999997,-2608.444305,7980.348,2017
171,3,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,16676249.14,14612053.007663999,-7957.197,2017
172,3,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,5006704.220000001,4496245.63632,8664.198,2017
173,3,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,2643167.83,5133648.785999999,-8664.198,2017
174,3,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3026761.46,4552909.308,283.6980000000003,2017
175,3,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,31856.5,153115.34399999998,0.0,2017
176,3,Out,0.0,252-00,Senior Adult Housing-Attached,HOMES FOR THE AGED,Other,unit,288438.35,303023.988,0.0,2017
177,3,Out,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,0.0,0.0,283.6980000000003,2017
178,3,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,2058867.1999999997,2092425.195,0.0,2017
