,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
34,2,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,523956.08428800013,369718.8257574186,1322916.26,-3889.884419689839,-10934.92441968984,2017
35,2,In,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,525142.4141599999,665990.4426394032,0.0,0.0,0.0,2017
36,2,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-89325.782,-179976.00302696094,654597.23,-3889.884419689839,-9053.22441968984,2017
37,2,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-362544.0,-806691.695746396,1733971.55,3889.884419689839,9053.22441968984,2017
38,2,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3095219.4000000004,6698957.391985816,14710.92,3889.884419689839,672.7244196898391,2017
39,2,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,263466.0756,538204.8627209526,55107.049999999996,3889.884419689839,389.0244196898402,2017
40,2,In,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,2265.9000000000015,3791.010154873771,19363.47,0.0,0.0,2017
41,2,In,0.0,254-00,Assisted Living Facility,HOMES FOR THE AGED,Other,bed,8768.76,17191.790237218273,0.0,-3889.884419689839,-10934.92441968984,2017
42,2,In,0.0,30-00,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,2332757.51072,4624129.011965531,3786261.5599999996,-3889.884419689839,-30094.56441968984,2017
43,2,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1294449.52,2478306.766478586,1811601.56,0.0,0.0,2017
44,2,In,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,80786.16,117962.1299353746,0.0,-3889.884419689839,-9053.22441968984,2017
45,2,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,4218.8328,3653.7399067160477,0.0,3889.884419689839,9053.22441968984,2017
46,2,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,6013.280000000001,116160.80594779395,9760.02,3889.884419689839,939.4044196898394,2017
47,2,In,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,78787.8,289633.75557088834,0.0,3889.884419689839,389.0244196898402,2017
48,2,In,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,43872.920000000006,44150.86046211187,0.0,0.0,0.0,2017
49,2,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,-48600.53289,-50074.987018271786,10037.960000000001,0.0,0.0,2017
50,2,In,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,-54861.62500000001,-653294.7821279701,0.0,0.0,0.0,2017
51,2,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,18336.045000000002,22354.150562591338,32540.920000000002,-1944.9422098449195,-10598.56220984492,2017
52,2,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,46483.31142000001,43348.44262056895,0.0,-3889.884419689839,-10998.624419689839,2017
53,2,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-21241.462678800002,-40483.57350410751,727890.91,-3889.884419689839,-10934.92441968984,2017
54,2,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,-368432.50080000004,-796894.9615409384,0.0,-3889.884419689839,-10934.92441968984,2017
55,2,In,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,-9817.817100000002,-24524.24466237473,0.0,0.0,0.0,2017
56,2,In,0.0,710-08,"General Office Building [600,001-700,000]","OFFICE, MULTI-STORY",Office,sq. ft.,-1533.9597,-5017.179027287124,0.0,0.0,0.0,2017
57,2,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,135610.93000000002,102538.29741411004,0.0,3889.884419689839,672.7244196898391,2017
58,2,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-142049.16362000006,-263409.07203483186,3732003.93,0.0,0.0,2017
59,2,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,651712.2393600001,863227.5039723847,1322665.29,0.0,0.0,2017
60,2,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,485181.73522000003,503122.9871664532,0.0,3889.884419689839,672.7244196898391,2017
61,2,In,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,3504.3008000000004,8697.498686908828,5687.740000000001,3889.884419689839,672.7244196898391,2017
62,2,In,0.0,850-00,Supermarket (free standing),SUPERMARKETS,Commercial/Retail,sq. ft.,92811.82092000001,105650.01155133733,150640.43000000002,0.0,0.0,2017
63,2,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,344909.8926,790157.0722505987,287833.82,0.0,0.0,2017
64,2,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,33945.98298,5716.550710125877,0.0,3889.884419689839,2555.0744196898395,2017
65,2,In,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,332116.3846,159708.937335798,0.0,-972.4711049224597,-2263.30610492246,2017
66,2,In,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,675766.0,415257.3767292892,97186.59999999999,0.0,0.0,2017
67,2,In,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-115681.62969999999,-115082.6332597249,0.0,3889.884419689839,672.7244196898391,2017
68,2,In,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,58852.17519999999,173347.9800839505,0.0,0.0,0.0,2017
69,2,In,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,-39197.340000000004,-117561.40115296113,0.0,3889.884419689839,672.7244196898391,2017
70,2,In,1.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,73352.63936000002,51759.780072483685,70896.77,-972.4711049224597,-8761.45610492246,2017
71,2,In,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,38208.716,76983.95505199485,53944.13,3889.884419689839,9053.22441968984,2017
72,2,In,1.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,108763.2,242007.5087239188,0.0,3889.884419689839,9053.22441968984,2017
73,2,In,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,12645.36,25831.766869256182,17630.46,-3889.884419689839,-9053.22441968984,2017
74,2,In,1.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,750684.48,1437233.6638314477,1148806.7100000002,0.0,0.0,2017
75,2,In,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,11804.645580000002,22498.179351124887,0.0,0.0,0.0,2017
76,2,In,1.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,10938.2455,8270.63917537879,0.0,0.0,0.0,2017
77,2,In,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,32893.24038,60995.62787918131,55796.67,0.0,0.0,2017
78,2,In,1.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,140856.73056000003,186572.22712040172,391013.16,1944.9422098449195,336.36220984491956,2017
79,2,In,1.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,64341.23605,30940.57057375674,0.0,0.0,0.0,2017
80,2,Out,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,1167617.9169200002,718428.1853594347,2157596.08,0.0,0.0,2017
81,2,Out,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,530747.1078,586927.5171798349,0.0,0.0,0.0,2017
82,2,Out,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,54318.3368,95239.92089513711,1851332.8099999998,0.0,0.0,2017
83,2,Out,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1147451.76,2221856.914306042,2269803.5700000003,0.0,0.0,2017
84,2,Out,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2419981.2,4557876.522989188,110331.90000000001,0.0,0.0,2017
85,2,Out,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,215635.0014,383333.6615178897,123525.27999999998,3889.884419689839,9053.22441968984,2017
86,2,Out,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,72508.8,105569.80340248495,0.0,-3889.884419689839,-9053.22441968984,2017
87,2,Out,0.0,240-00,Mobile Home,MOBILE HOME,Single-family,unit,-196499.94,-350045.2238545331,0.0,0.0,0.0,2017
88,2,Out,0.0,30-00,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,19600.346220000003,33878.95633902141,31813.01,0.0,0.0,2017
89,2,Out,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,2146187.68,3575793.479054953,3143166.09,-1944.9422098449195,-8716.86220984492,2017
90,2,Out,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,97616.61,124040.68288587756,39391.59,3889.884419689839,9053.22441968984,2017
91,2,Out,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,0.0,0.0,3889.884419689839,9053.22441968984,2017
92,2,Out,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,23194.08,390689.08236350206,38920.18,-3889.884419689839,-9053.22441968984,2017
93,2,Out,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,18065.32,15852.370904293457,0.0,0.0,0.0,2017
94,2,Out,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,498989.4,299521.194353172,350125.24,0.0,0.0,2017
95,2,Out,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,33723.74096,30298.525474657185,30424.96,0.0,0.0,2017
96,2,Out,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,31477.405960000004,326847.6688727699,0.0,3889.884419689839,-110.30558031016153,2017
97,2,Out,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,0.0,0.0,0.0,3889.884419689839,9053.22441968984,2017
98,2,Out,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,26635.922040000005,21659.58392245986,0.0,-3889.884419689839,-9053.22441968984,2017
99,2,Out,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,749368.6614960001,1245362.7849439932,1132453.05,3889.884419689839,9053.22441968984,2017
100,2,Out,0.0,710-06,"General Office Building [400,001-500,000]","OFFICE, MULTI-STORY",Office,sq. ft.,-271668.4698,-733131.0508479057,0.0,-3889.884419689839,-9053.22441968984,2017
101,2,Out,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,251268.79050000006,165666.95558341342,0.0,3889.884419689839,9053.22441968984,2017
102,2,Out,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-125769.7558208,-203364.0581252266,2167656.04,-3889.884419689839,-9053.22441968984,2017
103,2,Out,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-46354.35168000002,-53538.45544321294,578930.91,3889.884419689839,672.7244196898391,2017
104,2,Out,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,0.0,0.0,0.0,0.0,0.0,2017
105,2,Out,0.0,848-00,Tire Stores,REPAIR SERVICE SHOPS,Commercial/Retail,sq. ft.,-85938.70285,-84624.46675111575,0.0,0.0,0.0,2017
106,2,Out,0.0,851-00,Convenience market,"STORES, ONE STORY",Commercial/Retail,sq. ft.,-21824.18056,-61003.36975351499,0.0,0.0,0.0,2017
107,2,Out,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,157805.12475000002,315235.281380274,106525.12,3889.884419689839,389.0244196898402,2017
108,2,Out,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-13083.4183116,-10057.534169274008,0.0,0.0,0.0,2017
109,2,Out,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,72254.11375000005,30297.544454988587,167726.94,0.0,0.0,2017
110,2,Out,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,254053.8,136129.62514365843,0.0,0.0,0.0,2017
111,2,Out,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,32111.761499999997,27855.788506946068,0.0,0.0,0.0,2017
112,2,Out,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,13295.121840000002,22640.494316079712,21578.989999999998,0.0,0.0,2017
113,2,Out,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,26110.695519999997,67062.63926853477,0.0,0.0,0.0,2017
114,2,Out,0.0,944-00,Service Stations w/ Gasoline,SERVICE STATIONS,Commercial/Retail,fuel station,-78394.68000000001,-205022.10288728186,0.0,0.0,0.0,2017
115,2,Out,1.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-141479.36324340003,-87051.38960943872,0.04,3889.884419689839,672.7244196898391,2017
116,2,Out,1.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,141478.98492,156454.7561953175,0.0,0.0,0.0,2017
117,2,Out,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,10326.68,18106.44883937968,14397.699999999999,-1944.9422098449195,-8858.712209844918,2017
118,2,Out,1.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,22498.40684,36378.91547514696,31367.71,3889.884419689839,9053.22441968984,2017
119,2,Out,1.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,27133.87495,11377.75747105786,39111.28,0.0,0.0,2017
120,3,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,6614.79,12871.387428090846,10736.4,3889.884419689839,389.0244196898402,2017
121,3,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,2035506.63862,1351939.2024140456,4523977.149999999,3889.884419689839,672.7244196898391,2017
122,3,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,160872.8485,300511.09996737586,334304.77,0.0,0.0,2017
123,3,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,71058.62400000001,155613.60744997312,125595.81,3889.884419689839,672.7244196898391,2017
124,3,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2701526.1,5594018.073935047,382483.92,0.0,0.0,2017
125,3,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,35866.740000000005,69915.05754589933,0.0,3889.884419689839,9053.22441968984,2017
126,3,In,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,292426.68,455196.2666903976,662032.75,-3889.884419689839,-9053.22441968984,2017
127,3,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,0.0,0.0,0.0,0.0,0.0,2017
128,3,In,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,413056.27999999997,561142.6337565384,649088.44,3889.884419689839,672.7244196898391,2017
129,3,In,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,87927.65072,71623.91266622607,142712.75,0.0,0.0,2017
130,3,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,10692.5,193955.10521413223,17942.25,0.0,0.0,2017
131,3,In,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,48714.12,31539.971047061317,0.0,3889.884419689839,9053.22441968984,2017
132,3,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,95393.51458,97768.83409446647,154830.45,-3889.884419689839,-9053.22441968984,2017
133,3,In,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,838632.795,1017012.0986948034,1361166.84,0.0,0.0,2017
134,3,In,0.0,620-00,Nursing Home,"SANITARIUM, CONVALESCENT & REST HOME",Other,bed,78078.0,200439.9263611093,126726.59999999999,0.0,0.0,2017
135,3,In,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,97630.39104,85630.40994110025,0.0,0.0,0.0,2017
136,3,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,386732.14762000006,691369.861459687,444674.26,3889.884419689839,9053.22441968984,2017
137,3,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,1212135.9977727,2465914.3806882594,983396.7100000001,-3889.884419689839,-9053.22441968984,2017
138,3,In,0.0,710-02,"General Office Building [100,001-150,000]",PROFESSIONAL BUILDING,Office,sq. ft.,672303.31714,1670504.8053412528,0.0,0.0,0.0,2017
139,3,In,0.0,710-04,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,-1105.62452,-3155.929817721861,0.0,-3889.884419689839,-9053.22441968984,2017
140,3,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,240785.80889999997,172416.03467567355,4767.95,3889.884419689839,9053.22441968984,2017
141,3,In,0.0,813-00,Discount Superestore (Free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,1720157.0486100002,4007946.551951292,54744.03,0.0,0.0,2017
142,3,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,363581.06239000004,649756.4147439806,2669183.0,3889.884419689839,9053.22441968984,2017
143,3,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,685505.6735800001,867563.8250627588,2867507.9899999998,-3889.884419689839,-9053.22441968984,2017
144,3,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,308647.62656,301008.0165466493,504017.19999999995,3889.884419689839,9053.22441968984,2017
145,3,In,0.0,820-04,"Shopping Center/General Retail [200,001-300,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,356476.1700500001,788851.1833164066,575282.09,-3889.884419689839,-9053.22441968984,2017
146,3,In,0.0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,10855.36088,15131.76731420967,17619.08,3889.884419689839,672.7244196898391,2017
147,3,In,0.0,850-00,Supermarket (free standing),SUPERMARKETS,Commercial/Retail,sq. ft.,-346681.96290000004,-392553.88027054234,0.0,-3889.884419689839,-9053.22441968984,2017
148,3,In,0.0,853-00,Convenience market with Gasoline,SERVICE STATIONS,Commercial/Retail,sq. ft.,115112.16990000001,248029.44415907722,189134.53000000003,3889.884419689839,9053.22441968984,2017
149,3,In,0.0,881-00,Pharmacy/Drugstore w/ Drive-Thru,"STORES, ONE STORY",Commercial/Retail,sq. ft.,105910.9051,201739.13649305253,0.0,0.0,0.0,2017
150,3,In,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,69157.77141,11870.57097760406,178354.63999999998,0.0,0.0,2017
