,Ring,SMART,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
0,1,In,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-21035.778720000002,-37837.563439872276,0.0,-8564.929182690012,-941149.13238269,2016
1,1,In,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-510856.58976000006,-313403.89616118395,1291055.53,-17305.249406663777,-49562.680206663776,2016
2,1,In,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-127324.56,-243219.07354394987,237550.15,-7202.725428719519,-20628.788788719517,2016
3,1,In,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,1.8189894035458565e-12,-2.7284841053187847e-12,414362.04,-14896.545773033547,-42895.44681303355,2016
4,1,In,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,4465665.6,9163252.325845115,160967.58000000002,51874.82364369178,102029.28068369179,2016
5,1,In,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-24456.96,-47366.692288718725,88316.67,-9851.13015210421,-52726.25895210421,2016
6,1,In,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,10956.0,17378.564576918987,13413.11,-9851.13015210421,-23561.09895210421,2016
7,1,In,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,150180.80000000002,285735.93385771447,0.0,-7097.490803949266,-20327.387523949266,2016
8,1,In,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,4858191.359999999,8818449.480059102,2288746.79,-9330.803396295738,-24936.93547629574,2016
9,1,In,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-175856.56,-125236.80693657606,0.0,52617.31238512635,-547294.5076148736,2016
10,1,In,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,15576.000000000002,261597.05023857192,0.0,-2952.4158616098675,-16089.578261609868,2016
11,1,In,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,36923.04,118009.33599651132,0.0,45537.36068530546,-123751.45659469455,2016
12,1,In,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,109809.92,96075.55923407048,0.0,-6431.004847070997,-34420.702847071,2016
13,1,In,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,371184.0,222150.99664794953,0.0,-3741.6755473867634,-20390.752747386763,2016
14,1,In,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,54567.61552000001,48881.38524284826,99191.21,-74143.63951868581,-951781.6788786858,2016
15,1,In,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,37888.330480000004,392260.6152711987,34484.5,-5480.385403313049,-29332.691755313048,2016
16,1,In,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,208028.31329279998,326522.51054617227,9569830.34,385.8602908242599,50.227970824259955,2016
17,1,In,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,373878.70784,665993.724862742,0.0,-1484.977482869121,-4253.013402869122,2016
18,1,In,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,291326.728,181412.82901195565,0.0,-10520.539293003874,-30131.095053003875,2016
19,1,In,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,491099.39844240004,749993.8577659542,5816474.92,14224.213448112489,34020.26928811249,2016
20,1,In,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1841996.8512000002,2009345.1020766862,2754039.14,15941.291742280442,2075.151758280437,2016
21,1,In,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,12057.71952,10297.484603606805,19593.78,43526.21007858506,-68364.55632141494,2016
