,Ring,SMART,STATUS,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
0,1,In,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-54471.798839,-54674.80774228046,0.0,-203.0089032804608,-54674.80774228046,2018
1,1,In,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-100150.217292,-34285.324637680314,2473631.07,65864.89265431969,-2507916.39463768,2018
2,1,In,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-107374.776,-114456.03460891759,4551113.12,-7081.258608917589,-4665569.154608917,2018
3,1,In,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-89906.41008,-105836.67073143041,112890.64000000001,-15930.260651430406,-218727.31073143042,2018
4,1,In,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3074629.59,3520523.3420690503,2266774.28,445893.75206905045,1253749.0620690505,2018
5,1,In,Assessed,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-5478.498,-5920.836536089842,28915.28,-442.3385360898428,-34836.116536089845,2018
6,1,In,Assessed,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-43194.03,-38232.84206922177,501408.11,4961.187930778229,-539640.9520692218,2018
7,1,In,Assessed,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,4528172.568,4586607.344513499,457731.88,58434.77651349921,4128875.4645134993,2018
8,1,In,Assessed,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,244999.56599999996,189264.69282258512,0.0,-55734.87317741485,189264.69282258512,2018
9,1,In,Assessed,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,10881.091836,4571.908009848266,10536.15,-6309.183826151733,-5964.241990151733,2018
10,1,In,Assessed,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,63386.890508000004,31685.382540439103,0.0,-31701.5079675609,31685.382540439103,2018
11,1,In,Assessed,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,0.0,0.0,0.0,0.0,0.0,2018
12,1,In,Assessed,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,47773.14417821998,41843.25713638736,41466.33,-5929.887041832626,376.92713638735586,2018
13,1,In,Assessed,0.0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1739484.5517660002,2170195.8200694327,0.0,430711.2683034325,2170195.8200694327,2018
14,1,In,Assessed,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,74374.71055,25844.24992179866,0.0,-48530.46062820134,25844.24992179866,2018
15,1,In,Assessed,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,91285.72209100003,77793.2899519883,108858.08000000002,-13492.432139011726,-31064.79004801171,2018
16,1,In,Assessed,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,336350.482848,204742.82129012982,0.0,-131607.6615578702,204742.82129012982,2018
17,1,In,Assessed,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1740910.645482,829647.1654675963,0.0,-911263.4800144037,829647.1654675963,2018
18,1,In,Assessed,0.0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,139513.750563,95022.31102390192,135090.31,-44491.43953909809,-40067.99897609808,2018
19,1,In,Assessed,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,1388635.384815,306884.09593033633,1370659.4100000001,-1081751.2888846637,-1063775.3140696639,2018
20,1,In,Assessed,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,569886.1671999999,160937.17374827483,68903.13,-408948.9934517251,92034.04374827482,2018
21,1,In,Assessed,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,63755.46064,29148.08425507273,0.0,-34607.376384927265,29148.08425507273,2018
22,1,In,Assessed,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,51351.813151999995,69511.9200441147,0.0,18160.1068921147,69511.9200441147,2018
23,1,In,Bond submitted,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-35428.244892,-12128.46971588635,0.0,23299.775176113653,-12128.46971588635,2018
24,1,In,Bond submitted,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-11780.19,-10427.138746151391,2175480.72,1353.0512538486091,-2185907.8587461514,2018
25,1,In,Bond submitted,0.0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1707639.159408,2130465.2359066484,0.0,422826.0764986484,2130465.2359066484,2018
26,1,In,Bond submitted,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,231034.335264,140634.91515253033,0.0,-90399.42011146966,140634.91515253033,2018
27,1,In,Bond submitted,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,257187.118755,56837.55238209717,0.0,-200349.56637290283,56837.55238209717,2018
28,1,In,Collected,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-93101.000483,-93447.97510849805,0.0,-346.9746254980564,-93447.97510849805,2018
29,1,In,Collected,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-835588.8036720001,-286054.63045554346,4142855.0499999993,549534.1732164565,-4428909.680455543,2018
30,1,In,Collected,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,622580.663384,383059.48575305083,0.0,-239521.17763094913,383059.48575305083,2018
31,1,In,Collected,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-156588.215,-166915.05047133815,3912246.26,-10326.835471338156,-4079161.3104713378,2018
32,1,In,Collected,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,728801.088,857935.2763693868,615159.47,129134.18836938683,242775.80636938685,2018
33,1,In,Collected,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,7590369.09,8691151.494533172,3049861.9,1100782.404533172,5641289.5945331715,2018
34,1,In,Collected,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-27392.489999999998,-29604.182680449205,128094.87,-2211.692680449207,-157699.0526804492,2018
35,1,In,Collected,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,7853.46,6951.425830767596,801919.9299999999,-902.0341692324037,-794968.5041692323,2018
36,1,In,Collected,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,-108409.28799999999,-109808.27896625322,68208.11,-1398.99096625323,-178016.3889662532,2018
37,1,In,Collected,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,2374162.4609999997,1834064.9994950513,0.0,-540097.4615049483,1834064.9994950513,2018
38,1,In,Collected,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,25552.131,10154.335697560222,24741.98,-15397.79530243978,-14587.644302439778,2018
39,1,In,Collected,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,111651.59999999999,1046388.2009542877,0.0,934736.6009542877,1046388.2009542877,2018
40,1,In,Collected,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,32424.697000000004,15830.631919250249,0.0,-16594.065080749755,15830.631919250249,2018
41,1,In,Collected,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,-243305.64564300005,-121621.87472303915,10838.02,121683.77091996091,-132459.89472303915,2018
42,1,In,Collected,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,7425.49374,4160.3041096215975,7190.049999999999,-3265.1896303784024,-3029.745890378402,2018
43,1,In,Collected,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,178889.253264,76666.90425592587,29101.44,-102222.34900807413,47565.464255925865,2018
44,1,In,Collected,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,873106.80696,764731.5926049775,184485.61000000002,-108375.21435502241,580245.9826049776,2018
45,1,In,Collected,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,634851.382388,631048.0841118174,0.0,-3803.2982761826133,631048.0841118174,2018
46,1,In,Collected,0.0,710-04,"General Office Building [200,001-300,000]","OFFICE, MULTI-STORY",Office,sq. ft.,1279607.39027605,1687492.6050525922,0.0,407885.21477654227,1687492.6050525922,2018
47,1,In,Collected,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,337295.54110000003,117205.83780741465,19135.440000000002,-220089.7032925854,98070.39780741464,2018
48,1,In,Collected,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,648165.6417169999,552363.9025689256,1314585.74,-95801.7391480743,-762221.8374310744,2018
49,1,In,Collected,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,210671.80847999998,128239.8647662461,72302.56999999999,-82431.94371375388,55937.29476624611,2018
50,1,In,Collected,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-11368.659233999999,-5417.840331514381,0.0,5950.818902485617,-5417.840331514381,2018
51,1,In,Collected,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,51109.756268000005,3955.457450068903,0.0,-47154.2988179311,3955.457450068903,2018
52,1,In,Collected,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,1310832.512815,289689.90349105565,936056.99,-1021142.6093239444,-646367.0865089444,2018
53,1,In,Collected,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,517350.62,146101.0135213503,45722.340000000004,-371249.60647864966,100378.67352135031,2018
54,1,In,Collected,0.0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,73373.74134,33545.42455217422,0.0,-39828.316787825774,33545.42455217422,2018
55,1,In,Collected,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,102965.98548599999,92412.06287616085,0.0,-10553.922609839137,92412.06287616085,2018
56,1,In,Collected,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,107651.87382399998,145721.99084194493,0.0,38070.117017944955,145721.99084194493,2018
57,1,In,Collected,1.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-18652.122046,-6385.348697389464,29118.83916,12266.773348610535,-35504.187857389465,2018
58,1,In,Collected,1.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,57988.406334,50790.5401434535,0.0,-7197.866190546498,50790.5401434535,2018
59,1,In,Letter of Credit submitted,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-144503.664,-170107.85652151634,998621.3600000001,-25604.19252151635,-1168729.2165215164,2018
60,1,In,Letter of Credit submitted,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,553668.93,633963.9734760359,544562.74,80295.04347603582,89401.23347603588,2018
61,1,In,Letter of Credit submitted,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1175823.8159999999,1190997.4872493616,0.0,15173.671249361709,1190997.4872493616,2018
62,1,In,Letter of Credit submitted,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,8724.933855,7435.3501691898455,0.0,-1289.5836858101538,7435.3501691898455,2018
63,2,In,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-10795.366116,-12887.9228884731,0.0,-2092.556772473101,-12887.9228884731,2018
64,2,In,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,25382.26917600001,10335.150891096582,152117.17,-15047.118284903427,-141782.01910890342,2018
65,2,In,Assessed,0.0,151-00,Mini-Warehouse,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,290564.968748,212639.4561983825,0.0,-77925.51254961747,212639.4561983825,2018
66,2,In,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-84110.24119999999,-97790.42939037184,87791.91,-13680.188190371846,-185582.33939037184,2018
67,2,In,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,18094.371840000007,23232.72083749622,663628.94,5138.348997496214,-640396.2191625037,2018
68,2,In,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1185872.46,1481028.6474229256,717410.9600000001,295156.1874229256,763617.6874229255,2018
69,2,In,Assessed,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-49306.481999999996,-58121.47545582641,183455.21,-8814.993455826414,-241576.6854558264,2018
70,2,In,Assessed,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,54424.4778,52543.400746550484,119670.65,-1881.0770534495168,-67127.24925344951,2018
71,2,In,Assessed,0.0,30-00,Truck Terminals,SERVICE STATIONS,Commercial/Retail,sq. ft.,1786326.1386099998,2043293.7096758927,0.0,256967.57106589293,2043293.7096758927,2018
72,2,In,Assessed,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1542747.56,1704411.7167231913,0.0,161664.15672319126,1704411.7167231913,2018
73,2,In,Assessed,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,209999.62799999997,176943.1949030619,0.0,-33056.43309693807,176943.1949030619,2018
74,2,In,Assessed,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-106552.38627,-46184.75263823474,0.0,60367.63363176526,-46184.75263823474,2018
75,2,In,Assessed,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,561900.8699999999,1191954.301772502,150501.12,630053.4317725021,1041453.181772502,2018
76,2,In,Assessed,0.0,630-00,Clinic,PROFESSIONAL BUILDING,Office,sq. ft.,-85373.519128,-45941.93918761154,0.0,39431.57994038846,-45941.93918761154,2018
77,2,In,Assessed,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-605245.86223596,-665634.6942223781,22031.620000000003,-60388.83198641811,-687666.3142223781,2018
78,2,In,Assessed,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,61176.48215,26692.275988744692,0.0,-34484.20616125531,26692.275988744692,2018
79,2,In,Assessed,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,223167.76823350997,238799.39200606418,96230.22,15631.623772554216,142569.17200606418,2018
80,2,In,Assessed,0.0,890-00,Furniture Store (free standing),"WHOLESALE, PRODUCE, MFG",Commercial/Retail,sq. ft.,60962.57787,127265.08772357221,0.0,66302.5098535722,127265.08772357221,2018
81,2,In,Assessed,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,35629.686141000006,3462.3212953365764,35629.65,-32167.36484566343,-32167.328704663425,2018
82,2,In,Assessed,0.0,912-00,Bank (Drive-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,-283632.937232,-144288.16706764066,0.0,139344.77016435933,-144288.16706764066,2018
83,2,In,Assessed,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,512566.7795398501,142232.57502004897,1171459.0299999998,-370334.2045198011,-1029226.4549799508,2018
84,2,In,Assessed,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,106731.35999999999,37846.241929758005,70778.24,-68885.11807024198,-32931.998070242,2018
85,2,In,Assessed,0.0,934-00,Fast Food Rest. w/ Drive-Thru,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,-133194.094956,-150100.5621384588,0.0,-16906.467182458815,-150100.5621384588,2018
86,2,In,Assessed,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,79666.78507199998,135407.66746180283,0.0,55740.88238980285,135407.66746180283,2018
87,2,In,Assessed,1.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-35791.592,-41612.94867675397,12882.44502,-5821.356676753974,-54495.39369675397,2018
88,2,In,Assessed,1.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,10956.996,12915.883434628091,0.0,1958.8874346280918,12915.883434628091,2018
89,2,In,Assessed,1.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,23560.38,22746.060929242634,0.0,-814.3190707573667,22746.060929242634,2018
90,2,In,Collected,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-7319.7495819999995,-8738.598317284639,0.0,-1418.8487352846396,-8738.598317284639,2018
91,2,In,Collected,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,2483987.0907300003,1011429.7195502471,2203131.0,-1472557.3711797532,-1191701.280449753,2018
92,2,In,Collected,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-281858.78699999995,-327701.97082943755,370292.25,-45843.18382943759,-697994.2208294375,2018
