,Ring,SMART,STATUS,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
0,1,In,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-35306.642238,-37837.563439872276,0.0,-2530.9212018722756,-37837.563439872276,2016
1,1,In,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-588511.4948440001,-215110.9499066748,295736.12,373400.5449373253,-510847.0699066748,2016
2,1,In,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-50282.98800000001,-57228.0173044588,69375.88,-6945.029304458789,-126603.8973044588,2016
3,1,In,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-100034.25600000002,-125731.89395068598,0.0,-25697.637950685952,-125731.89395068598,2016
4,1,In,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3633597.2399999998,4442244.012725698,0.0,808646.7727256981,4442244.012725698,2016
5,1,In,Assessed,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-15393.294,-17762.509608269524,33180.76,-2369.2156082695237,-50943.269608269526,2016
6,1,In,Assessed,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,5373538.688,5811391.994521707,0.0,437853.3065217072,5811391.994521707,2016
7,1,In,Assessed,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,35617.855,219704.61256368246,34484.5,184086.75756368245,185220.11256368246,2016
8,1,In,Assessed,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,360625.75446240004,337248.16486703674,8309134.2,-23377.5895953633,-7971886.035132963,2016
9,1,In,Assessed,0.0,710-01,"General Office Building [50,001 -100,000]","OFFICE, ONE STORY",Office,sq. ft.,627521.422136,665993.724862742,0.0,38472.302726742,665993.724862742,2016
10,1,In,Assessed,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,105115.77081460001,95644.13872181703,4303104.4,-9471.63209278298,-4207460.261278183,2016
11,1,In,Assessed,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1756287.3242880001,1141467.0851203494,0.0,-614820.2391676507,1141467.0851203494,2016
12,1,In,Assessed,0.0,820-03,"Shopping Center/General Retail [100,001-200,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,2539526.9451860003,3092745.9950911556,0.0,553219.0499051553,3092745.9950911556,2016
13,1,In,Assessed,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,106799.026775,25200.238293820737,0.0,-81598.78848117928,25200.238293820737,2016
14,1,In,Assessed,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,113847.16,34327.45876432872,29955.64,-79519.70123567128,4371.818764328724,2016
15,1,In,Assessed,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,44799.891359999994,64748.7906192503,0.0,19948.899259250305,64748.7906192503,2016
16,1,In,Collected,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-268914.84956,-98292.94625450917,995319.41,170621.90330549085,-1093612.3562545092,2016
17,1,In,Collected,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-163419.711,-185991.0562394911,168174.27,-22571.345239491086,-354165.3262394911,2016
18,1,In,Collected,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,100034.25599999996,125731.89395068598,414362.04,25697.63795068601,-288630.146049314,2016
19,1,In,Collected,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,3861616.5,4721008.313119416,160967.58000000002,859391.8131194161,4560040.733119416,2016
20,1,In,Collected,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-25655.490000000005,-29604.18268044921,55135.91,-3948.692680449203,-84740.09268044922,2016
21,1,In,Collected,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,18388.649999999998,17378.564576918987,13413.11,-1010.085423081011,3965.4545769189863,2016
22,1,In,Collected,0.0,253-00,Congregate Care Facility,"SANITARIUM, CONVALESCENT & REST HOME",Other,unit,252064.82000000004,285735.93385771447,0.0,33671.11385771443,285735.93385771447,2016
23,1,In,Collected,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,2780493.856,3007057.485537395,2288746.79,226563.62953739474,718310.6955373948,2016
24,1,In,Collected,0.0,320-00,Motel,"HOTELS, MOTELS",Commercial/Retail,room,-295159.249,-125236.80693657606,0.0,169922.44206342395,-125236.80693657606,2016
25,1,In,Collected,0.0,520-00,Elementary School (30 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,26142.9,261597.05023857192,0.0,235454.15023857192,261597.05023857192,2016
26,1,In,Collected,0.0,530-00,High School (25 SF/St),PUBLIC COUNTY SCHOOLS,Other,student,61971.966,118009.33599651132,0.0,56037.36999651132,118009.33599651132,2016
27,1,In,Collected,0.0,540-00,Jr./Community College (25 SF/St),COLLEGES,Other,student,184305.968,96075.55923407048,0.0,-88230.40876592952,96075.55923407048,2016
28,1,In,Collected,0.0,550-00,University (20 SF/St),COLLEGES,Other,student,622998.6000000001,222150.99664794953,0.0,-400847.60335205053,222150.99664794953,2016
29,1,In,Collected,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,91586.78195799999,48881.38524284826,99191.21,-42705.396715151735,-50309.82475715175,2016
30,1,In,Collected,0.0,565-00,Day Care Center,PRIVATE SCHOOLS & COLLEGES,Other,sq. ft.,27974.263317000004,172556.0027075162,0.0,144581.7393905162,172556.0027075162,2016
31,1,In,Collected,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-11469.142265280068,-10725.654320864443,1260696.1400000001,743.487944415625,-1271421.7943208646,2016
32,1,In,Collected,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,488965.42870000005,181412.82901195565,0.0,-307552.5996880444,181412.82901195565,2016
33,1,In,Collected,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,719149.92407111,654349.7190441372,1513370.5199999998,-64800.205026972806,-859020.8009558626,2016
34,1,In,Collected,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1335336.936192,867878.0169563368,2754039.14,-467458.91923566326,-1886161.1230436633,2016
35,1,In,Collected,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,20237.786058,10297.484603606805,19593.78,-9940.301454393197,-9296.295396393194,2016
36,1,In,Collected,0.0,911-00,Bank (Walk-in),"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,25453.15577,2103.2250248603746,0.0,-23349.930745139627,2103.2250248603746,2016
37,1,In,Collected,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,232179.71791,54784.995659658045,52383.79,-177394.72225034196,2401.205659658044,2016
38,1,In,Collected,0.0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,528972.78,159497.09499035665,240354.48,-369475.6850096434,-80857.38500964336,2016
39,1,In,Collected,0.0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,39495.996176,57083.12920110917,0.0,17587.13302510917,57083.12920110917,2016
40,2,In,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-3586.8354199999994,-4572.020837276266,8347.5,-985.1854172762669,-12919.520837276266,2016
41,2,In,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,368609.253768,160252.1290054066,629309.45,-208357.1247625934,-469057.3209945933,2016
42,2,In,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,838.0498000000007,1040.3237169188487,45801.74,202.27391691884804,-44761.41628308115,2016
43,2,In,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-81498.4968,-111726.79986087585,51304.969999999994,-30228.303060875856,-163031.76986087585,2016
44,2,In,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2471434.56,3295533.943934457,4.6499999999999995,824099.3839344569,3295529.293934457,2016
