,Ring,SMART,STATUS,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
0,1,In,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-24736.882346999995,-25642.075051115284,0.0,-905.1927041152885,-25642.075051115284,2017
1,1,In,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-66384.694164,-23470.21052512929,25885.590000000004,42914.48363887071,-49355.80052512929,2017
2,1,In,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-69313.584,-76304.02307261173,385181.07,-6990.439072611727,-461485.0930726117,2017
3,1,In,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,267676.99199999997,325423.72551942256,446588.12000000005,57746.73351942259,-121164.3944805775,2017
4,1,In,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,334596.23999999993,395665.4586233415,0.0,61069.218623341585,395665.4586233415,2017
5,1,In,Assessed,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,5304.798000000001,5920.836536089842,0.0,616.0385360898417,5920.836536089842,2017
6,1,In,Assessed,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-7604.459999999999,-6951.425830767595,0.0,653.0341692324046,-6951.425830767595,2017
7,1,In,Assessed,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,1639179.528,1714698.5100114923,1544756.62,75518.98201149236,169941.89001149219,2017
8,1,In,Assessed,0.0,490-00,Tennis Courts,OUTDOOR RECREATIONAL,Other,court,232555.992,98592.27867709304,0.0,-133963.71332290696,98592.27867709304,2017
9,1,In,Assessed,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,9218.144736,4000.011010760742,0.0,-5218.133725239259,4000.011010760742,2017
