,Ring,SMART,STATUS,PED_ORIENTED,PROC_NUM,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_RFc_RFa,DIFF_MFc_RFc,DIFF_MFc_RFa,YEAR
0,1,In,Assessed,0.0,M2015005657-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,258514.45599999995,261857.0,0.0,258514.45599999995,3342.5440000000526,261857.0,2018
1,1,In,Assessed,0.0,M2015009122-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-130609.61588999999,-121057.17,0.0,-130609.61588999999,9552.445889999988,-121057.17,2018
2,1,In,Assessed,0.0,M2015009122-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,249039.83999999997,74256.0,0.0,249039.83999999997,-174783.83999999997,74256.0,2018
3,1,In,Assessed,0.0,M2016004903-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-71058.10608,-83648.76000000001,0.0,-71058.10608,-12590.653920000012,-83648.76000000001,2018
4,1,In,Assessed,0.0,M2016004903-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,71050.925999,65854.447,0.0,71050.925999,-5196.478998999999,65854.447,2018
5,1,In,Assessed,0.0,M2016008472-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-25822.848282,-23876.622,0.0,-25822.848282,1946.2262819999996,-23876.622,2018
6,1,In,Assessed,0.0,M2016008472-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,25852.7072,7708.4800000000005,0.0,25852.7072,-18144.2272,7708.4800000000005,2018
7,1,In,Assessed,0.0,M2017000673-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-29647.57517802,-27413.08542,0.0,-29647.57517802,2234.4897580200013,-27413.08542,2018
8,1,In,Assessed,0.0,M2017000673-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,29647.6,8840.0,0.0,29647.6,-20807.6,8840.0,2018
9,1,In,Assessed,0.0,M2017014888-1,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-213614.112,-251464.0,-200068.5256014249,-13545.586398575106,-37849.888000000006,-51395.47439857511,2018
10,1,In,Assessed,0.0,M2017014888-1,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2572008.15,2944880.0,2408913.313767156,163094.8362328438,372871.8500000001,535966.6862328439,2018
11,1,In,Assessed,0.0,M2017014888-1,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-130433.35459999999,-120893.8,-122162.38290506681,-8270.971694933178,9539.554599999989,1268.5829050668108,2018
12,1,In,Assessed,0.0,M2017014888-1,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,192284.947296,231496.343,180091.87473933562,12193.072556664381,39211.395703999995,51404.46826066438,2018
13,1,In,Assessed,0.0,M2018004487-0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-11799.754262,-11842.516,-11121.300795152492,-678.453466847508,-42.76173799999924,-721.2152048475073,2018
14,1,In,Assessed,0.0,M2018004487-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-7853.46,-6952.0,-7401.907616328145,-451.55238367185484,901.46,449.9076163281452,2018
15,1,In,Assessed,0.0,M2018004487-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-19741.264479999998,-18297.44,-18606.195983739686,-1135.0684962603118,1443.8244799999993,308.7559837396875,2018
16,1,In,Assessed,0.0,M2018004487-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,155919.529152,187715.166,146954.58439522033,8964.944756779674,31795.636847999995,40760.58160477967,2018
17,1,In,Assessed,0.0,M2018005305-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,0.0,0.0,0.0,0.0,0.0,0.0,2018
18,1,In,Assessed,0.0,M2018005591-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8664.197896785694,-283.7001032143053,-590.1020000000008,-873.802103214306,2018
19,1,In,Assessed,0.0,M2018005591-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,182332.74,54366.0,176551.7378967857,5781.002103214298,-127966.73999999999,-122185.7378967857,2018
20,1,In,Assessed,0.0,M2018006040-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,35340.57,40464.0,34220.077477477476,1120.4925225225234,5123.43,6243.922522522524,2018
21,1,In,Assessed,0.0,M2018006040-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-16435.494,-17763.0,-15914.397477477476,-521.0965225225227,-1327.5060000000012,-1848.602522522524,2018
22,1,In,Assessed,0.0,M2018006301-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-7853.46,-6952.0,-7375.2815454587235,-478.17845454127655,901.46,423.2815454587235,2018
23,1,In,Assessed,0.0,M2018006301-0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,110833.13699999999,85614.0,104084.77154545873,6748.365454541257,-25219.136999999988,-18470.77154545873,2018
24,1,In,Assessed,0.0,M2018006343-0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,10881.091836,4571.932,10536.15,344.94183599999997,-6309.159836,-5964.218,2018
25,1,In,Assessed,0.0,M2018006778-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,41506.64,12376.0,40190.64,1316.0,-29130.64,-27814.64,2018
26,1,In,Assessed,0.0,M2018007016-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,24947.991762,23067.701999999997,24156.99135974482,791.0004022551802,-1880.289762000004,-1089.2893597448237,2018
27,1,In,Assessed,0.0,M2018007016-0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,74374.71055,27283.359,72016.58783920645,2358.1227107935556,-47091.35155000001,-44733.22883920645,2018
28,1,In,Assessed,0.0,M2018007016-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-36750.478964999995,-34062.645,-35585.26919895127,-1165.209766048727,2687.833964999998,1522.624198951271,2018
29,1,In,Assessed,0.0,M2018008371-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,250175.27999999997,253410.0,242243.22227269335,7932.057727306616,3234.7200000000303,11166.777727306646,2018
30,1,In,Assessed,0.0,M2018008371-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-39958.434443,-37035.979,-38691.512272693355,-1266.9221703066432,2922.455442999999,1655.5332726933557,2018
31,1,In,Assessed,0.0,M2018008761-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8664.197999999999,-283.7000000000007,-590.1020000000008,-873.8020000000015,2018
32,1,In,Assessed,0.0,M2018008761-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,100524.288,118336.0,97337.088,3187.199999999997,17811.712,20998.911999999997,2018
33,1,In,Assessed,0.0,M2018009118-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8664.197667856934,-283.7003321430657,-590.1020000000008,-873.8023321430665,2018
34,1,In,Assessed,0.0,M2018009118-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,62827.68,73960.0,60835.67766785694,1992.0023321430635,11132.32,13124.322332143063,2018
35,1,In,Assessed,0.0,M2018009119-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8664.197667856934,-283.7003321430657,-590.1020000000008,-873.8023321430665,2018
36,1,In,Assessed,0.0,M2018009119-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,62827.68,73960.0,60835.67766785694,1992.0023321430635,11132.32,13124.322332143063,2018
37,1,In,Assessed,0.0,M2018009979-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-11853.9936,-14271.3,-11478.155039142275,-375.8385608577246,-2417.3063999999995,-2793.144960857724,2018
38,1,In,Assessed,0.0,M2018009979-0,932-01,High turnover Rest/Seats,"RESTAURANTS, CAFETERIAS",Commercial/Retail,seats,41506.64,12376.0,40190.64503914228,1315.9949608577226,-29130.64,-27814.645039142277,2018
39,1,In,Assessed,0.0,M2018010080-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,0.0,2018
40,1,In,Assessed,0.0,M2018010517-0,610-00,Hospital,HOSPITALS,Other,sq. ft.,0.0,0.0,0.0,0.0,0.0,0.0,2018
41,1,In,Assessed,0.0,M2018011400-0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,63386.890508000004,31684.271999999997,0.0,63386.890508000004,-31702.618508000007,31684.271999999997,2018
42,1,In,Assessed,0.0,M2018011400-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-63387.43753776,-58610.028959999996,0.0,-63387.43753776,4777.408577760005,-58610.028959999996,2018
43,1,In,Assessed,0.0,M2018011454-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-15905.18674351586,6957.288743515861,-590.1020000000008,6367.18674351586,2018
44,1,In,Assessed,0.0,M2018011454-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,7853.46,6952.0,13959.78674351586,-6106.3267435158605,-901.46,-7007.7867435158605,2018
45,1,In,Assessed,0.0,M2018011537-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-17895.796,-19076.0,-17328.396817518336,-567.3991824816621,-1180.2040000000015,-1747.6031824816637,2018
46,1,In,Assessed,0.0,M2018011537-0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,134166.42899999997,103638.0,129912.58512901016,4253.843870989818,-30528.428999999975,-26274.585129010156,2018
47,1,In,Assessed,0.0,M2018011537-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,6468.7893429999995,5995.679,6263.691688508168,205.09765449183124,-473.1103429999994,-268.01268850816814,2018
48,1,In,Assessed,0.0,M2018011733-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8664.205420717086,-283.69257928291336,-590.1020000000008,-873.7945792829141,2018
49,1,In,Assessed,0.0,M2018011733-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,7438.226438,6894.214,7202.397906708452,235.82853129154773,-544.0124379999997,-308.183906708452,2018
50,1,In,Assessed,0.0,M2018011733-0,933-00,Fast Food Rest. w/o Drive-Thru,"RESTAURANTS, CAFETERIAS",Commercial/Retail,sq. ft.,63755.46064,30770.624,61734.09751400863,2021.3631259913673,-32984.836639999994,-30963.47351400863,2018
51,1,In,Assessed,0.0,M2018012018-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,6282.768,7396.0,6083.57,199.19800000000032,1113.232,1312.4300000000003,2018
52,1,In,Assessed,0.0,M2018012387-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,10956.996,11842.0,10609.6,347.3959999999988,885.0040000000008,1232.3999999999996,2018
53,1,In,Assessed,0.0,M2018012555-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,13818.885135999999,12808.208,13380.76,438.12513599999875,-1010.6771359999984,-572.5519999999997,2018
54,1,In,Assessed,0.0,M2018012638-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,42824.226654,39596.634,41466.33,1357.8966539999965,-3227.592654,-1869.6960000000036,2018
55,1,In,Assessed,0.0,M2018013298-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,81661.855657,75689.321,55660.99513417487,26000.860522825125,-5972.5346569999965,20028.32586582513,2018
56,1,In,Assessed,0.0,M2018013298-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,72064.91019,16813.29,49119.684865825126,22945.22532417487,-55251.620189999994,-32306.394865825125,2018
57,1,In,Assessed,0.0,M2018013795-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-4099.058252,-1403.644,-3969.099022308911,-129.9592296910887,2695.4142519999996,2565.455022308911,2018
58,1,In,Assessed,0.0,M2018013795-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,15405.236745999999,14278.538,14916.81902230891,488.4177236910891,-1126.6987459999982,-638.2810223089091,2018
59,1,In,Assessed,0.0,M2018014116-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,308549.512,312539.0,298766.8641408528,9782.647859147168,3989.488000000012,13772.13585914718,2018
60,1,In,Assessed,0.0,M2018014116-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-46046.614836,-42576.155999999995,-44586.6941408528,-1459.9206951472006,3470.4588360000052,2010.5381408528046,2018
61,1,In,Assessed,0.0,M2018014715-0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,978369.7481409999,696886.922,0.0,978369.7481409999,-281482.8261409999,696886.922,2018
62,1,In,Assessed,0.0,M2018015093-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,19932.4915,6825.5,19300.51922187926,631.9722781207383,-13106.9915,-12475.019221879262,2018
63,1,In,Assessed,0.0,M2018015093-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8664.19922187926,-283.698778120739,-590.1020000000008,-873.8007781207398,2018
64,1,In,Assessed,0.0,M2018016211-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-69110.448,-81356.0,-65256.630719517976,-3853.817280482028,-12245.551999999996,-16099.369280482024,2018
65,1,In,Assessed,0.0,M2018016211-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,388746.27,445104.0,367068.54779728863,21677.72220271139,56357.72999999998,78035.45220271137,2018
66,1,In,Assessed,0.0,M2018016211-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-19633.65,-17380.0,-18538.815545317608,-1094.8344546823937,2253.6500000000015,1158.8155453176078,2018
67,1,In,Assessed,0.0,M2018016211-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,12285.411913000004,11386.889,11600.338467547019,685.0734454529847,-898.5229130000043,-213.4494675470196,2018
68,1,In,Assessed,0.0,M2018016241-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-22915.330228,-7846.916,-22188.81713519444,-726.5130928055587,15068.414227999998,14341.90113519444,2018
69,1,In,Assessed,0.0,M2018016241-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,86121.266294,79822.582,83390.85713519444,2730.40915880556,-6298.684294000006,-3568.275135194446,2018
70,1,In,Assessed,0.0,M2018016732-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,144905.40159599998,133984.11599999998,140310.94601348165,4594.455582518334,-10921.285596000002,-6326.830013481667,2018
71,1,In,Assessed,0.0,M2018016732-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,174163.780649,161425.897,168641.6417538176,5522.138895182405,-12737.883648999996,-7215.744753817591,2018
72,1,In,Assessed,0.0,M2018016732-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,475570.0551,110954.1,460491.3522327008,15078.702867299202,-364615.9551,-349537.2522327008,2018
73,1,In,Assessed,0.0,M2018017694-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-12620.308363999999,-11697.292,-12220.143076101333,-400.16528789866607,923.0163639999992,522.8510761013331,2018
74,1,In,Assessed,0.0,M2018017694-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,34816.78522,8123.02,33712.81307610133,1103.9721438986671,-26693.765219999997,-25589.79307610133,2018
75,1,In,Assessed,0.0,M2018019205-0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,139513.750563,30143.652,135090.31,4423.440563000011,-109370.098563,-104946.658,2018
76,1,In,Assessed,0.0,M2018019757-0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-42672.044577,-42826.686,-43169.953722339626,497.90914533962496,-154.64142300000094,343.267722339624,2018
77,1,In,Assessed,0.0,M2018019757-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-40165.142872000004,-13753.784000000001,-40633.80079917654,468.65792717653676,26411.358872000004,26880.01679917654,2018
78,1,In,Assessed,0.0,M2018019757-0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1739484.5517660002,2291096.828,1759781.3356460987,-20296.78388009849,551612.276234,531315.4923539015,2018
79,1,In,Assessed,0.0,M2018019757-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-45404.908304,-42084.112,-45934.70525448533,529.7969504853318,3320.796303999996,3850.5932544853276,2018
80,1,In,Assessed,0.0,M2018019757-0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,762540.8973409999,543153.322,771438.434129903,-8897.53678890306,-219387.57534099987,-228285.11212990293,2018
81,1,In,Assessed,0.0,M2019001178-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,75809.17340500001,17686.855,75809.18000000001,-0.006594999998924322,-58122.31840500001,-58122.32500000001,2018
82,1,In,Assessed,0.0,M2019001250-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-17895.796,-19076.0,-17867.568189450816,-28.227810549182323,-1180.2040000000015,-1208.4318105491839,2018
83,1,In,Assessed,0.0,M2019001250-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-75393.216,-88752.0,-75274.29503007268,-118.92096992731967,-13358.784,-13477.70496992732,2018
84,1,In,Assessed,0.0,M2019001250-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-15706.92,-13904.0,-15682.144797931807,-24.77520206819281,1802.92,1778.1447979318073,2018
85,1,In,Assessed,0.0,M2019001250-0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,3710933.32,3758915.0,3705079.90488968,5853.415110319853,47981.68000000017,53835.09511032002,2018
86,1,In,Assessed,0.0,M2019001250-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,333190.79934,77735.94,332665.24312777567,525.5562122243573,-255454.85934000002,-254929.30312777567,2018
87,1,In,Assessed,0.0,M2019001287-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-52903.17744,-18115.68,-52903.15284369155,-0.02459630845260108,34787.49744,34787.47284369155,2018
88,1,In,Assessed,0.0,M2019001287-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,99270.358528,92009.984,99270.31237416809,0.04615383190684952,-7260.374528,-7260.328374168093,2018
89,1,In,Assessed,0.0,M2019001287-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,274644.13816000003,64076.560000000005,274644.0104695235,0.12769047654001042,-210567.57816000003,-210567.4504695235,2018
90,1,In,Assessed,0.0,M2019002257-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-16462.804485999997,-15258.758,-16462.80511546418,0.0006294641825661529,1204.0464859999975,1204.04711546418,2018
91,1,In,Assessed,0.0,M2019002257-0,937-00,Coffee/Donut Shop,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,51351.813151999995,73382.512,51351.81511546419,-0.0019634641939774156,22030.698848000007,22030.696884535813,2018
92,1,In,Assessed,0.0,M2019002450-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,56544.912,66564.0,56544.92000000001,-0.00800000001618173,10019.088000000003,10019.079999999987,2018
93,1,In,Assessed,0.0,M2019002518-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,50262.144,59168.0,50262.149999999994,-0.005999999993946403,8905.856,8905.850000000006,2018
94,1,In,Assessed,0.0,M2019002924-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-44417.84508,-41169.24,-44417.897206735164,0.05212673516507493,3248.605080000001,3248.6572067351663,2018
95,1,In,Assessed,0.0,M2019002924-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,122539.5234,28589.4,122539.66720673516,-0.1438067351555219,-93950.12340000001,-93950.26720673515,2018
96,1,In,Assessed,0.0,M2019003672-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8947.897742827356,-0.00025717264361446723,-590.1020000000008,-590.1022571726444,2018
97,1,In,Assessed,0.0,M2019003672-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,78534.6,89920.0,78534.59774282735,0.002257172658573836,11385.399999999994,11385.402257172653,2018
98,1,In,Bond submitted,0.0,M2018011333-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-35428.244892,-12131.724,-35870.60971335758,442.3648213575798,23296.520892,23738.88571335758,2018
99,1,In,Bond submitted,0.0,M2018011333-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-11780.19,-10428.0,-11927.280031154352,147.0900311543519,1352.1900000000005,1499.2800311543524,2018
100,1,In,Bond submitted,0.0,M2018011333-0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1707639.159408,2249152.864,1728961.1157735353,-21321.95636553527,541513.704592,520191.7482264647,2018
101,1,In,Bond submitted,0.0,M2018011333-0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,231034.335264,278147.637,233919.0805500868,-2884.745286086807,47113.301735999994,44228.55644991319,2018
102,1,In,Bond submitted,0.0,M2018011333-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,257187.118755,60003.705,260398.41342089005,-3211.2946658900473,-197183.413755,-200394.70842089003,2018
103,1,In,Collected,0.0,M2017002786-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8380.495788345352,-567.4022116546475,-590.1020000000008,-1157.5042116546483,2018
104,1,In,Collected,0.0,M2017002786-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,25131.072,29584.0,23537.46578834535,1593.606211654649,4452.928,6046.534211654649,2018
105,1,In,Collected,0.0,M2017003002-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,69110.448,81356.0,51497.387586206896,17613.060413793108,12245.551999999996,29858.612413793104,2018
106,1,In,Collected,0.0,M2017003002-0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-23560.38,-20856.0,-17555.927586206897,-6004.452413793104,2704.380000000001,-3300.072413793103,2018
107,1,In,Collected,0.0,M2017004711-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,376966.08,431616.0,6922.79240919472,370043.2875908053,54649.919999999984,424693.2075908053,2018
108,1,In,Collected,0.0,M2017004711-0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-21913.992,-23684.0,-402.4394382453557,-21511.55256175464,-1770.0080000000016,-23281.560561754643,2018
109,1,In,Collected,0.0,M2017004711-0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,-59928.838599999995,-55545.799999999996,-1100.5629709493637,-58828.27562905063,4383.0386,-54445.23702905063,2018
110,1,In,Collected,0.0,M2017004711-1,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,0.0,2018
111,1,In,Collected,0.0,M2017009513-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-242107.076756,-82904.932,-226754.69279954824,-15352.383956451755,159202.144756,143849.76079954824,2018
112,1,In,Collected,0.0,M2017009513-0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-8947.898,-9538.0,-8380.497957259355,-567.4000427406445,-590.1020000000008,-1157.5020427406453,2018
113,1,In,Collected,0.0,M2017009513-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,2006559.03,2297456.0,1879320.0204154446,127239.0095845554,290896.97,418135.9795845554,2018
114,1,In,Collected,0.0,M2017009513-0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,-35038.003626,-32397.246,-32816.18965863702,-2221.8139673629776,2640.7576259999987,418.94365863702114,2018
115,1,In,Collected,0.0,M2017011670-0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-15237.803502,-5217.894,-13064.558584401133,-2173.2449175988677,10019.909502,7846.664584401133,2018
116,1,In,Collected,0.0,M2017011670-0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,157988.456955,36859.905,135455.83858440112,22532.61837059888,-121128.551955,-98595.93358440112,2018
117,1,In,Collected,0.0,M2017014888-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,0.0,2018
118,1,In,Collected,0.0,M2017014888-0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,0.0,0.0,0.0,0.0,0.0,0.0,2018
119,1,In,Collected,0.0,M2017016190-0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,56544.912,66564.0,52959.31,3585.601999999999,10019.088000000003,13604.690000000002,2018
