,Ring,SMART,STATUS,PED_ORIENTED,CAT_CODE,LANDUSE,SPC_LU,GN_VA_LU,UNITS,RIF_CALCULATED,MF_CALCULATED,RIF_ACTUAL,DIFF_MF_RF_CALC,DIFF_MF_RF_ACTUAL,YEAR
0,1,In,Assessed,0.0,140-00,Manufacturing,HEAVY INDUSTRIAL,Industrial/Manufacturing,sq. ft.,-32468.922580000002,-54674.80774228046,0.0,-22205.88516228046,-54674.80774228046,2018
1,1,In,Assessed,0.0,150-00,Warehousing,"WAREHOUSING, DISTRIBUTION TERMINALS",Industrial/Manufacturing,sq. ft.,-59696.38824,-34285.324637680314,2473631.07,25411.063602319686,-2507916.39463768,2018
2,1,In,Assessed,0.0,210-00,Single Family Detached,SINGLE FAMILY RESIDENTIAL,Single-family,unit,-64002.719999999994,-114456.03460891759,4551113.12,-50453.31460891759,-4665569.154608917,2018
3,1,In,Assessed,0.0,220-00,Apartment (Rentals),MULTI-FAMILY 10 OR MORE,Multifamily,unit,-53590.377599999985,-105836.67073143041,112890.64000000001,-52246.29313143042,-218727.31073143042,2018
4,1,In,Assessed,0.0,222-00,High-Rise Apart or Condo over 3 floors,MULTI-FAMILY 10 OR MORE,Multifamily,unit,1832689.8,3520523.3420690503,2266774.28,1687833.5420690503,1253749.0620690505,2018
5,1,In,Assessed,0.0,230-00,"Condominium,Townhouse",CONDOMINIUM,Single-family,unit,-3265.5600000000004,-5920.836536089842,28915.28,-2655.276536089842,-34836.116536089845,2018
6,1,In,Assessed,0.0,231-00,Duplex,MULTI-FAMILY LESS THAN 10,Multifamily,unit,-25746.6,-38232.84206922177,501408.11,-12486.242069221771,-539640.9520692218,2018
7,1,In,Assessed,0.0,310-00,Hotel,"HOTELS, MOTELS",Commercial/Retail,room,2699100.96,4586607.344513499,457731.88,1887506.3845134992,4128875.4645134993,2018
8,1,In,Assessed,0.0,311-00,All Suites Hotel,"HOTELS, MOTELS",Commercial/Retail,room,146036.52000000002,189264.69282258512,0.0,43228.1728225851,189264.69282258512,2018
9,1,In,Assessed,0.0,492-00,Health/Fitness,OUTDOOR RECREATIONAL,Other,sq. ft.,6485.8759199999995,4571.908009848266,10536.15,-1913.9679101517331,-5964.241990151733,2018
10,1,In,Assessed,0.0,560-00,Church/Synagogue,"CHURCHES, TEMPLES",Other,sq. ft.,37782.92776,31685.382540439103,0.0,-6097.545219560896,31685.382540439103,2018
11,1,In,Assessed,0.0,610-00,Hospital,HOSPITALS,Other,sq. ft.,0.0,0.0,0.0,0.0,0.0,2018
12,1,In,Assessed,0.0,710-00,"General Office Building [1-50,000]","OFFICE, ONE STORY",Office,sq. ft.,28476.065648400003,41843.25713638736,41466.33,13367.191487987355,376.92713638735586,2018
13,1,In,Assessed,0.0,710-03,"General Office Building [150,001-200,000]",PROFESSIONAL BUILDING,Office,sq. ft.,1036851.9205199999,2170195.8200694327,0.0,1133343.8995494328,2170195.8200694327,2018
14,1,In,Assessed,0.0,720-00,Medical Office Building,PROFESSIONAL BUILDING,Office,sq. ft.,44332.420999999995,25844.24992179866,0.0,-18488.171078201336,25844.24992179866,2018
15,1,In,Assessed,0.0,820-00,"Shopping Center/General Retail [1-10,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,54412.54201999999,77793.2899519883,108858.08000000002,23380.747931988313,-31064.79004801171,2018
16,1,In,Assessed,0.0,820-01,"Shopping Center/General Retail [10,001 -50,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,200487.92256,204742.82129012982,0.0,4254.898730129818,204742.82129012982,2018
17,1,In,Assessed,0.0,820-02,"Shopping Center/General Retail [50,001 -100,000]","STORES, ONE STORY",Commercial/Retail,sq. ft.,1037701.9700399999,829647.1654675963,0.0,-208054.80457240366,829647.1654675963,2018
18,1,In,Assessed,0.0,820-05,"Shopping Center/General Retail [300,001-400,000]",COMMUNITY SHOPPING CENTER,Commercial/Retail,sq. ft.,83159.74986,95022.31102390192,135090.31,11862.561163901919,-40067.99897609808,2018
19,1,In,Assessed,0.0,932-00,High Turnover Rest.,DRIVE-IN RESTAURANTS,Commercial/Retail,sq. ft.,827721.7893,306884.09593033633,1370659.4100000001,-520837.6933696636,-1063775.3140696639,2018
